,ref,Str1,Str2,Ed,Ed_Matrix,comptime
84,1513012900.02,zjrwlifky,kmyt,9,"[[ 0.  1.  2.  3.  4.]
 [ 1.  1.  2.  3.  4.]
 [ 2.  2.  2.  3.  4.]
 [ 3.  3.  3.  3.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.]
 [ 8.  7.  8.  8.  8.]
 [ 9.  8.  8.  8.  9.]]",0.00343298912048
85,1513012900.03,uinhrdrjk,otbkj,8,"[[ 0.  1.  2.  3.  4.  5.]
 [ 1.  1.  2.  3.  4.  5.]
 [ 2.  2.  2.  3.  4.  5.]
 [ 3.  3.  3.  3.  4.  5.]
 [ 4.  4.  4.  4.  4.  5.]
 [ 5.  5.  5.  5.  5.  5.]
 [ 6.  6.  6.  6.  6.  6.]
 [ 7.  7.  7.  7.  7.  7.]
 [ 8.  8.  8.  8.  8.  7.]
 [ 9.  9.  9.  9.  8.  8.]]",0.00353503227234
86,1513012900.04,scbyimplm,mfhupu,8,"[[ 0.  1.  2.  3.  4.  5.  6.]
 [ 1.  1.  2.  3.  4.  5.  6.]
 [ 2.  2.  2.  3.  4.  5.  6.]
 [ 3.  3.  3.  3.  4.  5.  6.]
 [ 4.  4.  4.  4.  4.  5.  6.]
 [ 5.  5.  5.  5.  5.  5.  6.]
 [ 6.  5.  6.  6.  6.  6.  6.]
 [ 7.  6.  6.  7.  7.  6.  7.]
 [ 8.  7.  7.  7.  8.  7.  7.]
 [ 9.  8.  8.  8.  8.  8.  8.]]",0.00353312492371
87,1513012900.05,erxskdxky,slvfsvi,9,"[[ 0.  1.  2.  3.  4.  5.  6.  7.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.]
 [ 3.  3.  3.  3.  4.  5.  6.  7.]
 [ 4.  3.  4.  4.  4.  4.  5.  6.]
 [ 5.  4.  4.  5.  5.  5.  5.  6.]
 [ 6.  5.  5.  5.  6.  6.  6.  6.]
 [ 7.  6.  6.  6.  6.  7.  7.  7.]
 [ 8.  7.  7.  7.  7.  7.  8.  8.]
 [ 9.  8.  8.  8.  8.  8.  8.  9.]]",0.00353598594666
88,1513012900.05,tzpfleldu,znkazfoh,8,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.]
 [ 2.  1.  2.  3.  4.  4.  5.  6.  7.]
 [ 3.  2.  2.  3.  4.  5.  5.  6.  7.]
 [ 4.  3.  3.  3.  4.  5.  5.  6.  7.]
 [ 5.  4.  4.  4.  4.  5.  6.  6.  7.]
 [ 6.  5.  5.  5.  5.  5.  6.  7.  7.]
 [ 7.  6.  6.  6.  6.  6.  6.  7.  8.]
 [ 8.  7.  7.  7.  7.  7.  7.  7.  8.]
 [ 9.  8.  8.  8.  8.  8.  8.  8.  8.]]",0.00354194641113
89,1513012900.06,lwtrkafzx,xvkidqtmd,9,"[[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 1.  1.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 2.  2.  2.  3.  4.  5.  6.  7.  8.  9.]
 [ 3.  3.  3.  3.  4.  5.  6.  6.  7.  8.]
 [ 4.  4.  4.  4.  4.  5.  6.  7.  7.  8.]
 [ 5.  5.  5.  4.  5.  5.  6.  7.  8.  8.]
 [ 6.  6.  6.  5.  5.  6.  6.  7.  8.  9.]
 [ 7.  7.  7.  6.  6.  6.  7.  7.  8.  9.]
 [ 8.  8.  8.  7.  7.  7.  7.  8.  8.  9.]
 [ 9.  8.  9.  8.  8.  8.  8.  8.  9.  9.]]",0.00351500511169
90,1513012900.07,eqclgdyuo,sffgswjwet,10,"[[  0.   1.   2.   3.   4.   5.   6.   7.   8.   9.  10.]
 [  1.   1.   2.   3.   4.   5.   6.   7.   8.   8.   9.]
 [  2.   2.   2.   3.   4.   5.   6.   7.   8.   9.   9.]
 [  3.   3.   3.   3.   4.   5.   6.   7.   8.   9.  10.]
 [  4.   4.   4.   4.   4.   5.   6.   7.   8.   9.  10.]
 [  5.   5.   5.   5.   4.   5.   6.   7.   8.   9.  10.]
 [  6.   6.   6.   6.   5.   5.   6.   7.   8.   9.  10.]
 [  7.   7.   7.   7.   6.   6.   6.   7.   8.   9.  10.]
 [  8.   8.   8.   8.   7.   7.   7.   7.   8.   9.  10.]
 [  9.   9.   9.   9.   8.   8.   8.   8.   8.   9.  10.]]",0.00361680984497
91,1513012900.08,olrvbvbszx,l,9,"[[  0.   1.]
 [  1.   1.]
 [  2.   1.]
 [  3.   2.]
 [  4.   3.]
 [  5.   4.]
 [  6.   5.]
 [  7.   6.]
 [  8.   7.]
 [  9.   8.]
 [ 10.   9.]]",0.00341010093689
92,1513012900.09,oecqjoxdlx,si,10,"[[  0.   1.   2.]
 [  1.   1.   2.]
 [  2.   2.   2.]
 [  3.   3.   3.]
 [  4.   4.   4.]
 [  5.   5.   5.]
 [  6.   6.   6.]
 [  7.   7.   7.]
 [  8.   8.   8.]
 [  9.   9.   9.]
 [ 10.  10.  10.]]",0.00373506546021
93,1513012900.1,zxshydxdvb,fwo,10,"[[  0.   1.   2.   3.]
 [  1.   1.   2.   3.]
 [  2.   2.   2.   3.]
 [  3.   3.   3.   3.]
 [  4.   4.   4.   4.]
 [  5.   5.   5.   5.]
 [  6.   6.   6.   6.]
 [  7.   7.   7.   7.]
 [  8.   8.   8.   8.]
 [  9.   9.   9.   9.]
 [ 10.  10.  10.  10.]]",0.00344610214233
94,1513012900.11,hvigwvivfu,wpna,9,"[[  0.   1.   2.   3.   4.]
 [  1.   1.   2.   3.   4.]
 [  2.   2.   2.   3.   4.]
 [  3.   3.   3.   3.   4.]
 [  4.   4.   4.   4.   4.]
 [  5.   4.   5.   5.   5.]
 [  6.   5.   5.   6.   6.]
 [  7.   6.   6.   6.   7.]
 [  8.   7.   7.   7.   7.]
 [  9.   8.   8.   8.   8.]
 [ 10.   9.   9.   9.   9.]]",0.00373792648315
95,1513012900.12,lutwyehwyc,fvhbh,9,"[[  0.   1.   2.   3.   4.   5.]
 [  1.   1.   2.   3.   4.   5.]
 [  2.   2.   2.   3.   4.   5.]
 [  3.   3.   3.   3.   4.   5.]
 [  4.   4.   4.   4.   4.   5.]
 [  5.   5.   5.   5.   5.   5.]
 [  6.   6.   6.   6.   6.   6.]
 [  7.   7.   7.   6.   7.   6.]
 [  8.   8.   8.   7.   7.   7.]
 [  9.   9.   9.   8.   8.   8.]
 [ 10.  10.  10.   9.   9.   9.]]",0.00358200073242
96,1513012900.13,znstqppxyy,ixfmey,9,"[[  0.   1.   2.   3.   4.   5.   6.]
 [  1.   1.   2.   3.   4.   5.   6.]
 [  2.   2.   2.   3.   4.   5.   6.]
 [  3.   3.   3.   3.   4.   5.   6.]
 [  4.   4.   4.   4.   4.   5.   6.]
 [  5.   5.   5.   5.   5.   5.   6.]
 [  6.   6.   6.   6.   6.   6.   6.]
 [  7.   7.   7.   7.   7.   7.   7.]
 [  8.   8.   7.   8.   8.   8.   8.]
 [  9.   9.   8.   8.   9.   9.   8.]
 [ 10.  10.   9.   9.   9.  10.   9.]]",0.00422286987305
97,1513012900.14,owekkcnkgb,usvopux,10,"[[  0.   1.   2.   3.   4.   5.   6.   7.]
 [  1.   1.   2.   3.   3.   4.   5.   6.]
 [  2.   2.   2.   3.   4.   4.   5.   6.]
 [  3.   3.   3.   3.   4.   5.   5.   6.]
 [  4.   4.   4.   4.   4.   5.   6.   6.]
 [  5.   5.   5.   5.   5.   5.   6.   7.]
 [  6.   6.   6.   6.   6.   6.   6.   7.]
 [  7.   7.   7.   7.   7.   7.   7.   7.]
 [  8.   8.   8.   8.   8.   8.   8.   8.]
 [  9.   9.   9.   9.   9.   9.   9.   9.]
 [ 10.  10.  10.  10.  10.  10.  10.  10.]]",0.00357413291931
98,1513012900.15,atdtyebrrt,surrddpd,10,"[[  0.   1.   2.   3.   4.   5.   6.   7.   8.]
 [  1.   1.   2.   3.   4.   5.   6.   7.   8.]
 [  2.   2.   2.   3.   4.   5.   6.   7.   8.]
 [  3.   3.   3.   3.   4.   4.   5.   6.   7.]
 [  4.   4.   4.   4.   4.   5.   5.   6.   7.]
 [  5.   5.   5.   5.   5.   5.   6.   6.   7.]
 [  6.   6.   6.   6.   6.   6.   6.   7.   7.]
 [  7.   7.   7.   7.   7.   7.   7.   7.   8.]
 [  8.   8.   8.   7.   7.   8.   8.   8.   8.]
 [  9.   9.   9.   8.   7.   8.   9.   9.   9.]
 [ 10.  10.  10.   9.   8.   8.   9.  10.  10.]]",0.00365614891052
99,1513012900.15,xnmtccwbpj,glygwlxke,10,"[[  0.   1.   2.   3.   4.   5.   6.   7.   8.   9.]
 [  1.   1.   2.   3.   4.   5.   6.   6.   7.   8.]
 [  2.   2.   2.   3.   4.   5.   6.   7.   7.   8.]
 [  3.   3.   3.   3.   4.   5.   6.   7.   8.   8.]
 [  4.   4.   4.   4.   4.   5.   6.   7.   8.   9.]
 [  5.   5.   5.   5.   5.   5.   6.   7.   8.   9.]
 [  6.   6.   6.   6.   6.   6.   6.   7.   8.   9.]
 [  7.   7.   7.   7.   7.   6.   7.   7.   8.   9.]
 [  8.   8.   8.   8.   8.   7.   7.   8.   8.   9.]
 [  9.   9.   9.   9.   9.   8.   8.   8.   9.   9.]
 [ 10.  10.  10.  10.  10.   9.   9.   9.   9.  10.]]",0.00409007072449
100,1513012900.16,iotxodhjtn,rlliizblag,10,"[[  0.   1.   2.   3.   4.   5.   6.   7.   8.   9.  10.]
 [  1.   1.   2.   3.   3.   4.   5.   6.   7.   8.   9.]
 [  2.   2.   2.   3.   4.   4.   5.   6.   7.   8.   9.]
 [  3.   3.   3.   3.   4.   5.   5.   6.   7.   8.   9.]
 [  4.   4.   4.   4.   4.   5.   6.   6.   7.   8.   9.]
 [  5.   5.   5.   5.   5.   5.   6.   7.   7.   8.   9.]
 [  6.   6.   6.   6.   6.   6.   6.   7.   8.   8.   9.]
 [  7.   7.   7.   7.   7.   7.   7.   7.   8.   9.   9.]
 [  8.   8.   8.   8.   8.   8.   8.   8.   8.   9.  10.]
 [  9.   9.   9.   9.   9.   9.   9.   9.   9.   9.  10.]
 [ 10.  10.  10.  10.  10.  10.  10.  10.  10.  10.  10.]]",0.00378394126892
